batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,time_max,time_min,time_median,time_mean,time_trim_mean
19,192,2,2,51,2,0,1,1,16.794681549072266,16.204357147216793,16.410231590270993,16.434216499328613,16.417890787124634
32,138,6,38,51,2,0,1,1,186.30623817443848,180.97853660583496,182.25336074829102,182.6555013656616,182.40877985954285
20,345,2,27,12,1,1,0,1,214.28489685058597,213.531494140625,213.89055252075195,213.89756202697757,213.89490365982056
39,157,7,60,55,3,1,1,0,316.25151634216314,311.44881248474115,314.12148475646967,313.8389348983765,313.83612751960754
23,72,4,81,136,2,0,0,0,93.35899353027344,71.87986373901367,73.71222972869873,75.3866672515869,73.57847690582275
1,367,3,18,7,3,1,1,0,4.197359085083009,2.5730133056640625,3.085494041442871,3.3153533935546875,3.297895193099976
46,92,1,23,101,3,0,0,1,8.71586799621582,5.4268836975097665,7.768392562866211,7.162356376647949,7.185101509094237
17,17,5,325,359,3,1,1,1,25.87389945983887,25.42567253112793,25.61497688293457,25.63800811767578,25.635063648223877
45,197,1,47,1,2,1,1,0,28.74588966369629,28.3966064453125,28.53858470916748,28.537821769714355,28.52946519851685
17,275,4,2,16,2,1,1,1,19.86551284790039,16.749858856201172,19.4474458694458,18.557429313659668,18.61986517906189
20,329,3,14,10,4,1,1,1,15.549182891845705,14.360904693603516,15.143990516662598,15.046358108520508,15.069186687469482
4,368,1,9,4,1,1,0,0,4.323244094848634,2.457141876220703,3.660202026367188,3.3503293991088867,3.3403635025024414
11,1,1,5296,6411,4,0,0,0,14.810800552368164,14.58454132080078,14.728069305419922,14.71562385559082,14.720112085342407
29,43,7,57,168,1,1,1,1,355.4999828338623,353.44743728637695,354.0915250778198,354.14814949035645,354.06675934791565
49,339,3,27,4,1,1,1,0,599.4136333465576,593.5201644897461,596.9374179840087,596.5528964996337,596.5743958950043
47,27,2,13,238,2,0,1,0,4.501581192016602,3.23486328125,3.3375024795532227,3.662109375,3.610581159591675
11,287,5,6,19,2,0,0,1,33.818483352661126,31.30197525024414,32.56165981292725,32.555174827575684,32.553911209106445
38,191,2,36,19,3,0,0,1,18.602609634399414,15.407800674438475,17.96746253967285,17.52781867980957,17.658472061157227
20,14,2,106,356,2,1,0,0,2.8455257415771484,2.5250911712646484,2.628803253173828,2.6567697525024414,2.6496350765228267
3,422,3,5,6,3,0,1,0,5.1894187927246085,4.621267318725586,4.875659942626953,4.846525192260742,4.831820726394653
63,346,3,11,17,1,0,0,0,793.1156158447266,791.0745143890381,791.6648387908936,791.8395757675171,791.7757034301758
58,45,2,113,18,4,1,0,1,4.481077194213867,3.359317779541016,3.4589767456054688,3.607344627380371,3.5291314125061035
51,230,1,14,29,2,0,1,1,54.70800399780274,54.11720275878906,54.41725254058838,54.44426536560058,54.45218086242676
30,226,5,30,29,3,0,0,0,85.60872077941896,81.16269111633302,83.22024345397948,83.38875770568849,83.38952064514159
10,253,1,20,34,1,0,0,0,26.80516242980957,26.54361724853516,26.607990264892575,26.64375305175781,26.63609385490417
19,494,1,9,2,2,1,0,0,39.3524169921875,38.80763053894043,38.84732723236085,38.893985748291016,38.847476243972785
14,79,6,16,11,4,0,1,1,1.7702579498291016,1.5475749969482422,1.644134521484375,1.662921905517578,1.663923263549805
50,328,4,14,3,2,0,0,1,115.99898338317871,113.33107948303223,114.48180675506592,114.5864486694336,114.56680297851562
12,253,4,27,14,3,1,1,1,18.494606018066406,17.18735694885254,17.910122871398926,17.815065383911133,17.808586359024048
43,129,3,49,31,2,1,0,0,58.26139450073242,53.97772789001465,56.000590324401855,56.117939949035645,56.11753463745117
28,353,6,12,7,4,0,1,1,37.02878952026367,35.47024726867676,35.92002391815185,36.149382591247566,36.1243486404419
54,178,3,35,44,2,1,0,0,131.47854804992676,131.02364540100098,131.21771812438965,131.2431573867798,131.24117255210876
54,275,7,11,32,4,1,0,0,99.33876991271973,93.99914741516113,98.46258163452148,97.41413593292236,97.60043025016785
25,25,5,98,177,3,1,0,1,14.099359512329102,13.758182525634766,13.877272605895994,13.914918899536133,13.911455869674684
57,137,6,49,27,3,1,1,1,142.6715850830078,140.4879093170166,141.28875732421875,141.4490699768066,141.41640067100525
47,433,2,11,18,2,1,0,0,180.5877685546875,179.62074279785156,180.1465749740601,180.14764785766602,180.15849590301517
37,181,7,36,21,1,1,0,0,1153.663158416748,1142.9331302642822,1145.6658840179446,1146.9480514526367,1146.6105282306673
24,26,3,240,251,4,1,0,1,10.77580451965332,10.38050651550293,10.48743724822998,10.535287857055664,10.524570941925047
43,161,7,29,11,2,0,1,1,154.54864501953125,152.2459983825684,153.33914756774902,153.28469276428225,153.2565355300903
48,93,5,100,101,2,1,0,0,429.19707298278814,425.03571510314936,426.598072052002,426.8773078918457,426.81753635406494
57,55,1,125,143,4,0,0,1,5.180120468139648,4.275798797607422,4.531383514404297,4.651832580566406,4.632800817489624
20,351,2,20,5,2,0,0,0,31.505823135375977,28.941631317138672,30.945420265197754,30.38032054901123,30.41946887969971
30,9,3,198,580,1,1,0,0,34.50465202331543,33.843040466308594,34.353971481323235,34.23280715942383,34.24754738807678
10,308,3,14,31,3,1,0,0,16.598224639892578,13.655662536621096,13.841629028320312,14.461278915405273,14.294862747192385
43,403,5,5,9,2,1,0,1,209.14101600646973,205.20329475402832,205.4067850112915,205.76326847076416,205.41104674339292
3,11,4,677,618,4,0,0,0,3.009796142578125,2.8595924377441406,2.919554710388184,2.925968170166016,2.9237866401672363
45,16,3,219,493,2,1,1,0,40.110111236572266,39.24226760864258,39.51716423034668,39.6270751953125,39.61479663848878
17,169,3,41,57,3,0,0,0,27.25839614868164,25.249958038330078,25.59196949005127,25.69410800933838,25.554090738296512
37,153,5,15,55,1,0,0,0,368.9546585083008,367.9630756378174,368.39890480041504,368.3793783187866,368.3595061302185
39,143,7,57,33,3,1,0,0,200.6211280822754,196.4113712310791,199.1446018218994,198.7759113311768,198.84082674980164
44,255,1,27,21,3,0,1,1,22.131681442260746,18.28789710998535,18.553733825683594,19.840478897094727,19.74815130233765
24,90,6,51,64,2,1,0,0,90.3632640838623,87.73684501647949,88.6986255645752,88.96174430847168,88.93966674804688
41,79,2,74,60,1,0,0,0,85.39366722106935,84.80763435363771,85.1494073867798,85.11660099029541,85.12058854103087
33,416,1,22,8,3,0,1,0,38.98382186889648,36.09800338745117,36.47184371948242,37.308406829833984,37.25028038024902
14,168,4,29,34,1,0,0,1,148.58031272888184,147.95660972595215,148.26202392578125,148.252272605896,148.24822545051575
29,424,4,15,14,2,1,0,0,161.4828109741211,160.10737419128418,160.96878051757812,160.8438014984131,160.85597872734067
33,120,5,22,55,1,0,1,1,263.3178234100342,261.95907592773443,262.3511552810669,262.44301795959467,262.3941600322724
38,5,4,760,1286,3,1,0,0,39.26467895507813,38.50197792053223,38.91968727111816,38.900303840637214,38.90454769134522
25,337,1,22,25,3,0,1,1,25.23946762084961,20.73812484741211,24.68800544738769,23.65894317626953,23.8264799118042
37,266,5,4,33,2,0,1,0,111.6480827331543,110.9154224395752,111.46652698516846,111.39585971832277,111.42438650131227
39,367,5,4,7,4,0,0,0,31.527042388916016,29.80685234069824,30.050277709960934,30.210018157958984,30.09578585624695
37,54,3,40,29,1,1,1,0,28.70345115661621,26.479005813598636,26.847243309021,27.28574275970459,27.20937132835388
53,177,5,35,34,1,0,1,1,1110.372543334961,1104.4106483459473,1108.4179878234863,1108.2870721817017,1108.5109412670135
43,73,2,11,130,2,0,0,1,13.399839401245115,9.577512741088867,13.071656227111815,12.476849555969238,12.7238929271698
9,479,4,7,6,1,1,0,1,165.7264232635498,164.95537757873538,165.1700735092163,165.25609493255615,165.23489356040957
56,140,3,53,38,1,1,0,0,455.7936191558838,453.9339542388916,454.7775983810425,454.7670841217041,454.7429084777832
62,149,5,60,11,4,1,1,0,64.22257423400879,63.11154365539551,63.79461288452149,63.71102333068848,63.72201442718506
13,59,2,43,128,2,0,0,0,5.034208297729492,4.2536258697509775,4.2891502380371085,4.469752311706543,4.42621111869812
60,363,7,6,11,4,0,0,0,87.34631538391113,83.95504951477052,85.8018398284912,85.74137687683104,85.76405048370361
40,426,5,10,3,2,0,1,0,205.80410957336426,202.8408050537109,204.21361923217773,204.21891212463382,204.19302582740784
40,494,5,7,9,3,0,1,0,150.53796768188474,148.8656997680664,149.22344684600833,149.2959976196289,149.19453859329226
28,186,1,5,5,3,1,0,0,6.0329437255859375,5.352020263671875,5.588650703430176,5.6314945220947275,5.616247653961182
56,425,1,5,4,2,1,1,1,124.52173233032228,123.66652488708496,124.13251399993895,124.12145137786864,124.12828207015993
14,228,2,38,26,4,0,0,1,7.389545440673827,6.191253662109375,6.6361427307128915,6.694531440734862,6.670564413070679
45,109,3,83,44,4,0,1,1,25.71749687194824,24.43051338195801,25.119304656982425,25.041604042053226,25.03350377082825
28,257,7,6,19,3,1,0,1,48.60329627990723,46.05865478515625,48.29084873199463,47.90599346160889,48.04974794387818
29,33,6,85,152,4,0,1,0,11.267662048339846,10.938644409179688,11.127114295959473,11.121416091918944,11.12598180770874
3,26,1,61,161,1,1,0,1,0.9369850158691406,0.5786418914794922,0.8379220962524414,0.7827997207641602,0.7890462875366211
13,494,2,15,4,2,0,0,1,54.71587181091309,52.25229263305664,53.8320541381836,53.560566902160645,53.57968807220459
23,304,3,17,12,2,1,1,0,55.8476448059082,51.89275741577149,53.7257194519043,53.82277965545654,53.81092429161072
9,107,1,51,71,1,1,0,0,10.63990592956543,7.0056915283203125,10.471343994140623,9.141397476196287,9.221047163009645
46,331,3,27,15,3,0,1,0,79.09011840820312,73.51231575012206,74.12004470825195,75.80394744873047,75.67963004112244
8,307,7,19,24,4,0,1,1,25.34770965576172,24.22595024108887,24.98352527618408,24.80180263519287,24.80554580688477
23,139,7,23,30,4,0,1,1,21.91758155822754,20.336627960205078,20.815730094909668,20.91977596282959,20.86794376373291
40,142,2,30,49,4,0,1,0,10.934829711914062,8.72349739074707,10.120749473571776,9.985876083374023,10.025054216384886
15,168,6,6,1,1,0,0,1,49.70121383666992,45.25256156921387,45.74084281921387,46.11573219299317,45.775443315505974
64,343,3,12,21,2,0,1,1,221.17090225219727,220.37124633789062,220.7021713256836,220.7693338394165,220.76889872550964
17,198,2,2,46,3,1,1,1,6.506204605102539,4.510641098022461,6.317257881164551,5.840945243835449,5.924075841903687
61,76,6,69,85,1,0,0,1,1045.8452701568604,1039.7396087646484,1041.394591331482,1041.7171001434326,1041.4482653141024
28,502,3,3,6,3,1,1,0,54.23498153686523,51.18584632873535,51.522135734558105,52.09727287292481,51.94398760795593
11,372,1,24,7,3,0,0,1,8.151531219482424,6.796121597290039,7.510662078857423,7.481789588928223,7.483780384063722
47,385,6,5,20,4,1,1,0,80.83844184875487,80.31773567199706,80.5058479309082,80.52659034729005,80.51371574401854
13,495,1,2,4,2,1,0,1,31.80217742919922,29.475927352905273,31.16893768310547,30.881023406982425,30.94151616096497
11,84,7,100,21,1,0,0,0,169.56925392150882,168.00808906555176,168.48099231719968,168.61190795898438,168.5677170753479
12,337,3,27,7,1,0,1,1,149.69563484191897,148.77843856811526,149.13928508758542,149.19290542602542,149.18187260627747
22,495,3,3,18,1,1,0,0,421.6909408569336,420.072078704834,421.0187196731568,420.9106922149658,420.9179878234863
12,257,4,7,14,1,1,1,0,78.35578918457031,77.82268524169922,78.07898521423341,78.0857801437378,78.08491587638855
24,387,7,10,24,4,0,0,0,70.8639621734619,67.10338592529297,68.68517398834229,68.87154579162598,68.84351372718811
2,495,1,11,12,1,0,1,0,10.133743286132812,7.031440734863281,8.377313613891603,8.446764945983888,8.412808179855348
20,179,6,11,19,1,1,1,0,188.07625770568848,186.94543838500977,187.4105930328369,187.47355937957764,187.4642372131348
25,42,5,191,137,4,0,1,1,26.596546173095703,25.88367462158203,26.403069496154785,26.341700553894047,26.36709809303284
26,292,6,18,6,4,0,1,1,34.57975387573242,33.594369888305664,33.94925594329834,34.029459953308105,34.01505947113037
25,313,5,23,17,4,0,1,0,58.39109420776367,56.22553825378418,56.91421031951904,57.12590217590332,57.08029866218567
62,317,3,6,25,1,1,1,1,680.7754039764403,678.3418655395508,679.736852645874,679.8520565032959,679.925411939621
26,335,6,7,11,4,0,1,0,29.11996841430664,27.608871459960934,28.09667587280273,28.216958045959476,28.18009257316589
64,267,2,21,27,4,1,0,0,32.04941749572754,27.712106704711914,27.980566024780273,29.11534309387207,28.92398834228516
58,354,2,18,24,1,1,0,1,600.0494956970215,599.360466003418,599.6464490890502,599.7186183929442,599.7220277786255
40,286,5,19,10,3,0,1,1,82.81588554382323,79.57792282104492,80.71768283843994,80.86669445037842,80.7841420173645
18,473,2,16,20,4,0,1,1,19.33431625366211,16.202449798583984,17.67265796661377,17.707443237304688,17.692208290100098
19,87,5,109,90,1,1,0,0,557.981014251709,555.7613372802733,556.7642450332642,556.8484544754028,556.8427741527556
15,110,4,12,73,4,1,1,0,4.178762435913087,3.59797477722168,4.086017608642578,3.949737548828125,3.965079784393311
51,485,4,17,15,2,0,0,1,405.5445194244385,402.0392894744873,403.8652181625366,403.8243055343628,403.83240580558777
62,257,1,35,31,1,1,1,1,184.03458595275882,183.4101676940918,183.7866306304932,183.80370140075684,183.8240325450897
5,239,4,31,5,2,1,1,0,13.585329055786133,12.999296188354492,13.415217399597168,13.342952728271484,13.355612754821776
14,404,3,2,2,4,0,1,1,10.245561599731444,8.592605590820312,8.764505386352539,9.200811386108398,9.146243333816527
40,215,2,39,6,4,1,1,1,13.708114624023438,12.51530647277832,13.201594352722168,13.141393661499025,13.14881443977356
24,269,1,14,24,3,1,1,0,17.719507217407227,13.734579086303713,14.458537101745605,15.082859992980955,14.921814203262329
25,40,3,50,227,3,0,1,0,7.779836654663086,7.065534591674805,7.33792781829834,7.359814643859862,7.344096899032593
7,356,3,23,13,1,1,0,1,117.1877384185791,116.58191680908205,116.9428825378418,116.94276332855223,116.95724725723268
9,303,4,24,8,2,0,0,0,28.552532196044922,26.75819396972656,27.39596366882324,27.542781829833984,27.514636516571045
56,282,3,5,10,4,1,1,0,24.63054656982422,22.827863693237305,24.20365810394287,23.80023002624512,23.817986249923703
12,262,1,1,6,1,1,1,0,8.498191833496094,5.690813064575195,6.142616271972656,6.7643165588378915,6.681770086288452
38,11,1,860,779,2,1,0,0,14.238595962524414,13.299226760864258,13.613581657409668,13.657832145690918,13.630062341690063
20,3,3,551,3003,1,1,0,1,48.45952987670898,46.94104194641113,47.27184772491455,47.44770526885986,47.38456010818482
40,236,5,32,30,2,0,1,1,271.9264030456543,270.059585571289,270.68734169006353,270.8682537078857,270.8370685577393
5,257,4,15,2,1,0,0,0,32.27663040161133,31.353473663330078,31.82137012481689,31.83948993682861,31.84559941291809
15,408,5,4,4,3,0,1,0,26.665210723876953,25.67863464355469,26.18026733398437,26.177287101745605,26.17862820625305
62,357,5,8,3,1,0,1,1,616.3184642791747,605.6554317474365,609.2016696929933,609.7322225570679,609.4185411930083
46,371,3,22,8,3,1,1,0,80.54065704345703,76.18641853332521,76.97057723999023,77.81927585601807,77.68321037292479
41,440,7,15,2,2,1,1,1,601.9866466522218,593.2788848876952,594.9194431304933,595.9417343139647,595.5189764499663
14,373,5,22,1,3,1,0,0,71.34222984313966,69.1533088684082,70.68383693695068,70.6104040145874,70.70106267929076
42,185,7,8,47,2,0,0,0,127.37870216369629,126.02901458740234,126.52719020843506,126.66127681732178,126.65063142776488
15,165,3,9,34,2,0,1,0,14.570474624633787,12.337923049926758,14.289140701293945,13.761377334594727,13.83817195892334
64,26,1,352,314,4,1,0,0,6.235122680664063,5.45811653137207,5.8585405349731445,5.810904502868652,5.801975727081299
38,48,5,23,97,2,0,1,1,18.74065399169922,17.629384994506836,18.519282341003414,18.273568153381348,18.295705318450924
63,13,7,275,129,3,1,0,1,43.3650016784668,42.7093505859375,42.84238815307617,42.9046392440796,42.87150502204896
43,265,7,23,22,3,0,0,1,219.62428092956543,211.3044261932373,217.4445390701294,215.9827709197998,216.1123752593994
6,483,4,4,4,4,1,0,0,5.7158470153808585,5.157470703125,5.388855934143066,5.408811569213867,5.401849746704102
31,455,2,16,13,1,0,0,0,338.76729011535645,336.52639389038086,338.13416957855225,337.9612922668457,338.03990483284
21,367,4,25,9,4,1,0,0,34.636259078979485,32.689809799194336,33.57362747192383,33.6700439453125,33.6717963218689
4,195,6,48,30,3,1,0,0,18.100976943969727,17.24553108215332,17.612695693969727,17.61634349822998,17.602115869522095
25,318,5,1,6,4,0,0,1,13.21721076965332,11.202096939086914,11.82544231414795,11.852097511291506,11.76270842552185
63,55,6,47,86,2,0,1,1,95.5958366394043,93.33944320678712,93.98078918457031,94.38672065734863,94.36649084091188
15,414,3,23,23,1,1,0,0,433.6578845977783,429.70776557922363,430.1092624664306,430.51090240478516,430.2179217338562
12,339,3,4,22,1,0,1,1,123.72922897338869,123.11434745788574,123.59154224395752,123.53789806365968,123.56692552566528
40,298,1,23,17,4,1,1,0,18.725156784057614,16.486167907714847,18.484115600585934,17.97339916229248,18.065333366394047
42,24,3,67,338,1,0,1,1,61.13982200622559,57.71589279174805,60.87005138397217,59.73169803619385,59.807658195495605
23,271,3,4,30,3,1,0,1,18.848896026611328,15.661001205444336,18.700122833251953,17.54615306854248,17.618954181671146
25,58,1,35,29,2,0,0,0,2.1338462829589844,1.537322998046875,1.6342401504516602,1.7319679260253906,1.706063747406006
2,92,3,58,30,3,0,0,1,1.0766983032226562,0.959157943725586,1.001596450805664,1.0041475296020508,1.0007023811340332
7,262,4,12,11,4,1,0,1,4.1391849517822275,3.38125228881836,3.70633602142334,3.69720458984375,3.6814510822296143
4,360,7,17,13,3,0,0,0,21.064043045043945,20.116329193115234,20.8052396774292,20.726895332336426,20.76107263565064
26,24,3,27,32,4,0,1,0,0.7195472717285156,0.4112720489501953,0.5173683166503906,0.5336523056030273,0.5257129669189453
27,456,4,7,13,4,0,1,1,32.70435333251953,30.01213073730469,30.507326126098636,31.20410442352295,31.16557002067566
9,187,5,8,41,3,0,0,1,7.302999496459961,6.275653839111327,7.1413516998291025,6.858015060424805,6.875187158584595
28,242,5,38,1,4,1,0,0,46.60272598266602,45.6693172454834,46.094298362731934,46.12240791320801,46.119004487991326
24,34,4,66,193,4,0,1,1,5.281686782836914,5.051851272583008,5.197405815124512,5.181431770324707,5.1850974559783936
6,210,5,40,13,1,0,1,1,97.8705883026123,94.73752975463869,97.24295139312744,96.63567543029785,96.71857953071594
1,408,3,18,13,2,0,1,1,5.187511444091797,4.588842391967773,4.911065101623535,4.903364181518555,4.907160997390747
39,340,5,26,6,3,1,0,0,155.6057929992676,151.5357494354248,154.10852432250974,153.97741794586182,154.07907962799072
55,117,4,80,10,4,1,0,1,27.19926834106445,25.60567855834961,26.12709999084473,26.213669776916504,26.166468858718872
24,104,4,91,62,3,0,0,0,45.73369026184082,44.47054862976074,44.94965076446533,45.015740394592285,44.994145631790154
40,353,2,7,4,3,0,1,0,35.2330207824707,33.4780216217041,34.60073471069336,34.31110382080078,34.29999947547913
52,118,1,69,77,1,0,1,1,104.00843620300293,103.26242446899414,103.49345207214355,103.54745388031006,103.52545976638794
35,169,4,9,41,4,0,0,1,12.47406005859375,10.166168212890623,10.23721694946289,10.84587574005127,10.727316141128538
10,223,7,13,26,2,1,1,0,58.61806869506836,54.85272407531738,57.270169258117676,57.03921318054199,57.11516737937927
19,32,2,213,157,2,1,1,1,11.115074157714844,10.448455810546877,10.89787483215332,10.836315155029297,10.849952697753906
62,30,5,22,140,4,1,0,1,5.848884582519531,5.195379257202148,5.460381507873535,5.482649803161621,5.472779273986816
31,326,3,1,10,2,0,0,1,48.11835289001465,47.72734642028809,47.847867012023926,47.87566661834717,47.86387085914612
20,74,7,38,18,2,1,1,1,28.697490692138672,27.912139892578125,28.39696407318115,28.31718921661377,28.32028269767761
38,286,2,13,23,4,0,1,1,18.691539764404297,16.181230545043945,18.468141555786133,17.734622955322266,17.8091824054718
48,418,5,6,2,3,1,0,1,104.15220260620116,102.57220268249512,103.47104072570801,103.4255027770996,103.44132781028748
27,270,3,22,17,2,0,1,1,76.68805122375487,71.56014442443849,74.0727186203003,74.07608032226562,74.06407594680786
6,413,3,20,6,4,0,1,1,7.592201232910156,6.878376007080077,7.230162620544434,7.220387458801269,7.216662168502808
43,299,2,13,1,1,1,1,0,241.41359329223636,237.9934787750244,239.4275665283203,239.660120010376,239.6492660045624
42,377,1,4,11,4,0,0,0,18.808841705322266,16.488075256347653,16.553997993469242,16.805005073547367,16.594141721725464
55,432,4,8,6,1,0,1,0,668.9395904541017,665.0745868682861,666.8671369552612,667.0248031616211,667.0292317867279
48,227,5,16,24,4,0,0,1,37.94932365417481,34.665346145629876,36.61870956420898,36.510157585144036,36.56086325645447
40,112,6,24,48,4,1,1,0,22.44114875793457,21.351337432861328,21.505355834960934,21.74499034881592,21.70717716217041
9,365,4,2,24,2,1,0,0,20.75648307800293,16.794204711914062,17.030596733093258,18.098926544189453,17.929822206497192
12,387,2,1,2,4,1,0,1,6.242990493774414,5.276203155517578,5.603313446044922,5.6221961975097665,5.587846040725708
23,196,2,15,44,2,0,1,0,33.933639526367195,33.677339553833015,33.84244441986084,33.83052349090576,33.83678197860718
48,41,1,211,4,1,0,0,0,5.447626113891602,5.05828857421875,5.135536193847656,5.156373977661133,5.132228136062622
1,478,6,16,13,4,1,0,1,4.157304763793944,3.75676155090332,4.0335655212402335,3.9866924285888667,3.9941072463989262
45,33,3,126,224,4,0,0,1,11.454105377197266,10.833024978637695,11.189579963684082,11.124682426452637,11.119961738586426
11,335,3,25,12,4,1,1,0,10.991573333740234,10.027170181274414,10.560274124145508,10.54379940032959,10.552406311035156
42,381,7,4,14,4,1,0,1,58.91942977905274,55.70077896118164,57.19864368438721,57.26714134216309,57.25640058517456
35,16,6,134,114,3,0,1,0,5.741596221923827,5.395174026489258,5.579590797424316,5.579137802124023,5.5818259716033936
32,66,4,14,132,1,1,1,1,77.82006263732909,76.52974128723146,77.49009132385255,77.40559577941896,77.46326923370361
33,339,5,2,7,4,1,1,0,21.362781524658203,19.685029983520508,20.596861839294434,20.46959400177002,20.456016063690182
28,126,2,41,50,1,1,1,1,100.29006004333496,99.73311424255371,100.13365745544434,100.08528232574464,100.1037061214447
21,431,1,6,13,4,1,1,1,18.108606338500977,13.193368911743164,13.27204704284668,14.339995384216307,14.012247323989868
43,85,4,33,103,3,0,1,0,33.67018699645996,30.32708168029785,30.773282051086426,31.374144554138184,31.218022108078003
21,238,4,6,21,4,1,0,1,7.851123809814452,6.871223449707031,7.1320533752441415,7.315659523010254,7.304280996322633
22,41,1,119,49,3,1,1,1,1.3475418090820312,1.140594482421875,1.2208223342895508,1.2318611145019531,1.2288093566894531
46,330,6,14,5,4,0,1,1,66.35808944702147,65.08755683898926,66.07019901275635,65.82803726196289,65.85434079170227
20,97,5,53,101,4,0,1,1,26.36408805847168,25.62570571899414,25.821805000305176,25.908803939819336,25.887280702590946
35,361,6,24,14,3,0,0,0,162.53948211669922,155.62820434570312,156.990647315979,157.7474594116211,157.4133634567261
9,458,1,11,8,3,1,0,1,11.226654052734377,9.171724319458008,10.055899620056152,10.0449800491333,10.006427764892578
57,319,3,26,21,4,0,1,1,64.9874210357666,60.690879821777344,61.02156639099121,62.07842826843262,61.88824772834778
37,3,2,820,1851,2,0,1,0,8.723258972167969,7.775306701660156,8.179068565368652,8.224582672119139,8.21840763092041
23,423,2,5,1,2,1,0,1,59.96489524841309,57.45768547058106,58.00771713256836,58.28347206115723,58.17651748657226
6,275,2,6,17,2,0,0,0,7.1337223052978525,5.62739372253418,6.253600120544434,6.3143253326416025,6.297767162322997
45,50,7,53,62,2,0,1,0,59.60345268249512,58.19582939147949,59.10801887512207,58.93735885620117,58.94678831100464
35,476,4,17,17,4,1,0,1,91.08996391296387,90.01970291137695,90.35611152648926,90.42315483093262,90.39023518562315
32,317,1,28,26,3,1,0,1,28.68914604187012,28.362512588500977,28.49555015563965,28.506994247436523,28.502285480499268
60,369,1,15,11,1,0,1,1,129.15778160095215,128.5696029663086,128.8985013961792,128.8621425628662,128.86175513267514
15,183,2,2,3,1,0,0,0,18.774986267089844,17.795085906982422,18.073201179504395,18.18509101867676,18.160104751586914
55,262,7,11,21,2,0,1,1,323.2605457305908,321.86985015869135,323.1204748153686,322.9337453842163,323.0258822441101
26,330,3,18,5,4,0,0,0,17.018795013427734,16.384124755859375,16.632676124572757,16.632366180419922,16.615092754364017
7,63,6,15,26,3,0,1,0,1.463174819946289,1.346588134765625,1.4111995697021484,1.4087915420532229,1.409769058227539
16,125,7,21,35,3,1,1,0,25.13647079467773,24.396181106567386,24.8185396194458,24.78775978088379,24.793118238449093
29,369,5,15,10,3,0,1,0,95.80373764038086,92.48805046081543,93.30964088439941,93.96018981933594,93.9137637615204
63,381,1,6,10,1,1,0,0,101.70769691467285,101.09829902648926,101.26328468322754,101.32071971893309,101.30015015602112
13,26,4,194,106,4,1,1,0,4.343032836914063,3.92460823059082,4.043698310852052,4.0717124938964835,4.056185483932495
61,489,1,17,13,3,1,1,0,87.75877952575684,87.40663528442383,87.59438991546631,87.6072645187378,87.61340379714966
12,418,6,13,6,2,0,1,1,106.24885559082031,104.06875610351562,105.51345348358154,105.31516075134277,105.35424947738649
61,161,5,20,50,2,1,0,0,209.97786521911618,208.90498161315918,209.6853256225586,209.57903861999512,209.61344242095947
45,360,6,17,3,4,0,1,0,90.30365943908691,88.71626853942871,89.57207202911377,89.54458236694336,89.55323696136475
34,203,2,46,42,3,1,1,1,32.04965591430664,27.426958084106445,29.11686897277832,29.59139347076416,29.554665088653564
1,1,1,8448,9268,2,1,0,1,28.91039848327637,28.78403663635254,28.86652946472168,28.8604736328125,28.86378765106201
62,102,3,56,49,4,1,0,1,23.235321044921875,21.68583869934082,22.3618745803833,22.351908683776852,22.324740886688232
52,24,4,136,87,2,0,1,0,20.33209800720215,19.559860229492188,19.776105880737305,19.849300384521484,19.825130701065067
25,120,5,40,42,2,0,0,1,71.28715515136719,68.20964813232422,70.57535648345947,69.98491287231445,70.04404067993164
20,340,3,23,24,1,1,0,0,381.17647171020513,380.70464134216314,381.0125589370728,380.96423149108887,380.9701502323151
47,477,2,9,13,4,1,1,1,50.78601837158203,50.25434494018555,50.41885375976562,50.463223457336426,50.44898390769959
8,420,3,16,3,3,0,0,1,11.481761932373047,10.747194290161133,11.023163795471193,11.05039119720459,11.034369468688963
63,214,6,22,12,1,1,0,0,927.3965358734132,921.2527275085448,923.4732389450073,923.9709615707396,923.8825440406799
50,23,6,427,19,2,0,1,0,43.409109115600586,41.82744026184082,42.652487754821784,42.61839389801026,42.61842370033264
48,450,3,11,21,4,0,0,1,70.0552463531494,69.69070434570311,69.84496116638185,69.84670162200928,69.84013319015503
40,296,1,22,27,2,1,1,1,71.88796997070312,71.35820388793945,71.53248786926271,71.57595157623291,71.56416773796082
20,9,7,912,55,1,0,0,0,9.758949279785156,9.289264678955078,9.505987167358398,9.490156173706056,9.481668472290039
10,133,7,65,61,4,1,1,0,39.67547416687012,38.52701187133789,39.145469665527344,39.143490791320794,39.154052734375
26,329,4,11,4,1,0,1,0,246.337890625,243.56865882873532,245.27812004089355,245.06123065948486,245.0882196426392
23,341,2,26,5,4,1,1,0,15.792369842529295,13.825178146362305,14.711976051330565,14.79482650756836,14.791339635848999
38,358,7,23,3,3,0,0,0,223.88291358947757,220.16668319702148,221.4798927307129,221.6342210769653,221.53657674789432
42,140,1,5,4,3,0,0,1,5.543947219848633,5.075693130493164,5.373954772949219,5.341982841491699,5.3500235080718985
8,12,5,651,295,1,1,1,1,80.67297935485841,79.37860488891602,80.51776885986328,80.29441833496094,80.36157488822938
31,186,1,11,42,1,0,1,0,73.55165481567383,73.10295104980469,73.22573661804198,73.27001094818115,73.25568795204163
